"progress","duration","qualtrics_id","ID","doi","d_filter","d_synth","c_filter","comments","cr.1","cr.1.1","cr.1.2","cr.3","cr.3.text","cr.4","cr.4.text","cr.f.1","cr.f.2","cr.f.1.1","cr.a.1","cr.a.2","cr.i.1","cr.i.2","cr.i.3","cr.i.4","cr.r.1","cr.r.2","cr.r.3","cr.r.1.1","dr.1","dr.1.1","dr.1.2","dr.1.2.1","dr.2","dr.2.1","dr.f.1","dr.f.2","dr.f.3","dr.f.1.1","dr.a.1","dr.a.2","dr.i.1","dr.i.2","dr.r.1","dr.r.2","dr.r.3","dr.r.1.1","pre.post","year_after_policy","reproducibility_rating"
100,184,"R_614IO6zNjz3qVUo",595,"https://cloud.anylogic.com/model/64d09b7f-fcd6-4b04-af26-834a26be569d?mode=SETTINGS","Yes","Yes","Yes","Data and code on anylogic. Can be accessed, but difficult to interpret some elements","Yes","Anylogic","https://cloud.anylogic.com/model/64d09b7f-fcd6-4b04-af26-834a26be569d?mode=SETTINGS","","","Unclear, specify why","Reference details in prior publication","Unclear","Yes","","Unclear","Yes","Unclear","Unclear","Yes","No","Unclear","Unclear","Unclear","Not Specified","Yes","https://cloud.anylogic.com/model/64d09b7f-fcd6-4b04-af26-834a26be569d?mode=SETTINGS","","","Yes","https://cloud.anylogic.com/model/64d09b7f-fcd6-4b04-af26-834a26be569d?mode=SETTINGS","Unclear","Yes","Unclear","","Yes","Unclear","No","No","No","No","Yes","","pre-policy",NA,2
100,209,"R_3i37siQXsB1X5Bd",43,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2348736","Yes","Yes","Yes","","Yes","Archive","https://archive.researchdata.leeds.ac.uk/1276/","","","Yes","","Yes","Yes","https://archive.researchdata.leeds.ac.uk/1276/","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","CC BY 4.0","Yes","https://archive.researchdata.leeds.ac.uk/1276/","","","Yes","https://archive.researchdata.leeds.ac.uk/1276/","Yes","Yes","Yes","https://archive.researchdata.leeds.ac.uk/1276/","Yes","Unclear","Yes","Yes","Yes","Yes","Unclear","CC BY 4.0","post-policy",4,4
100,503,"R_1CxIQ5GqE98ipYN",10,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2395953","Yes","Yes","Yes","","Yes","Figshare and GitHub","https://doi.org/10.6084/m9.figshare.24271774.","","","Yes","","Yes","Yes","https://doi.org/10.6084/m9.figshare.24271774.","Yes","Yes","Yes","Yes","Unclear","Unclear","Yes","Yes","Yes","Not Specified ","Yes","https://doi.org/10.6084/m9.figshare.24271774","","","No",NA,"Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.24271774",NA,"Unclear",NA,NA,"No","Unclear","Unclear","","post-policy",5,1
100,252,"R_7RtZTev0BirlQIh",176,"https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2131789","Yes","Yes","Yes","","Yes","Figshare and GitHub","https://github.com/alexanderbrenning/spdiag","","","Yes","","Yes","Yes","https://github.com/alexanderbrenning/spdiag","Yes","Yes","Yes","Yes","Yes","No","Unclear","Yes","Unclear","GPL 3.0+","Yes","https://figshare.com/articles/journal_contribution/Code_and_data_related_to_Spatial_Machine-Learning_Model_Diagnostics_A_Model-Agnostic_Distance-Based_Approach/15157458","","","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2131789#","Yes","Yes","No","https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2131789#","Yes","Yes","Yes","Yes","Unclear","Yes","Yes","","post-policy",3,4
100,295,"R_3GdgjD1glWxQlEt",260,"https://www.tandfonline.com/doi/full/10.1080/13658816.2021.2004603","Yes","Yes","Yes","Looking at the github code, the instructions are actually clear, there is a high possibility for reproduction. ","Yes","Figshare and GitHub","https://figshare.com/articles/journal_contribution/Data_and_Code_of_PaRGO_V2/15345921/1","","","Unclear, specify why","Only key codes are presented.","Yes","Yes","https://github.com/lreis2415/PaRGO","Yes","Yes","Yes","Unclear","Yes","No","Unclear","Yes","Yes","CC BY 4.0","Yes","https://figshare.com/articles/journal_contribution/Data_and_Code_of_PaRGO_V2/15345921/1","","","No",NA,"Yes","Yes",NA,"https://figshare.com/articles/journal_contribution/Data_and_Code_of_PaRGO_V2/15345921/1",NA,"No",NA,NA,"No","Yes","No","","post-policy",2,1
100,372,"R_3v6XMlUkMJw1ETr",234,"https://www.tandfonline.com/doi/full/10.1080/13658816.2022.2053980","Yes","Yes","Yes","","Yes","Figshare and GitHub","https://github.com/GeoDS/STICC","","","Yes","","Yes","Yes","https://github.com/GeoDS/STICC","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","BSD 2Clause License","Yes","https://github.com/GeoDS/STICC/blob/master/LICENSE","","","No",NA,"Yes","Yes",NA,"https://github.com/GeoDS/STICC",NA,"Unclear",NA,NA,"Unclear","Yes","Unclear","","post-policy",2,1
100,333,"R_3DMakeUaX0anJto",59,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2333930","Yes","Yes","Yes","","Yes","Comses","https://www.comses.net/codebases/4b15c3d7-2819-4c1f-9b82-4a63feb0724c/releases/1.0.0/","","","Yes","","Yes","Yes","https://www.comses.net/codebases/4b15c3d7-2819-4c1f-9b82-4a63feb0724c/releases/1.0.0/","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Unclear","CC BY 4.0","Yes","https://www.comses.net/codebases/4b15c3d7-2819-4c1f-9b82-4a63feb0724c/releases/1.0.0/","","","Yes","https://www.comses.net/codebases/4b15c3d7-2819-4c1f-9b82-4a63feb0724c/releases/1.0.0/","Yes","Yes","Unclear","https://www.comses.net/codebases/4b15c3d7-2819-4c1f-9b82-4a63feb0724c/releases/1.0.0/","Yes","No","Yes","Unclear","No","Yes","No","","post-policy",4,4
100,288,"R_3V3nk5hKFnf5UKE",264,"https://www.tandfonline.com/doi/full/10.1080/13658816.2021.2011292","Yes","Yes","Yes","","Yes","Datadryad.org","https://datadryad.org/dataset/doi:10.25349/D9SP5G","","","Unclear, specify why","Only key codes are presented.","Yes","Yes","https://datadryad.org/dataset/doi:10.25349/D9SP5G","Yes","Yes","Yes","Unclear","No","No","Unclear","Yes","No","Not Specified","Yes","https://datadryad.org/dataset/doi:10.25349/D9SP5G","","","No",NA,"Unclear","Yes",NA,"",NA,"Unclear",NA,NA,"No","Unclear","No","","post-policy",2,1
100,1392,"R_3G3BHl8ksptoIY7",31,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2355326","Yes","Yes","Yes","","Yes","","https://osf.io/sur6q/","","","Yes","","Yes","Yes","https://osf.io/sur6q/","Yes","Yes","Yes","Yes","Yes","Unclear","Unclear","Yes","Yes","Not Specified","Yes","https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2355326","","","Yes","https://osf.io/sur6q/","Yes","Yes","Yes","https://osf.io/sur6q/","Yes","Yes","Yes","Yes","Unclear","Yes","Yes","","post-policy",5,4
100,737,"R_3wjHQyCsKBBwhRD",39,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2347306","Yes","Yes","Yes","","Yes","","https://doi.org/10.17605/OSF.IO/8ZXUD","","","Unclear, specify why","Only key codes are presented.","Yes","No","https://doi.org/10.17605/OSF.IO/8ZXUD","Yes","Yes","Yes","Yes","No","No","No","Yes","Unclear","Not Specified","Yes","https://doi.org/10.17605/OSF.IO/8ZXUD","","","Yes","https://doi.org/10.17605/OSF.IO/8ZXUD","Yes","No","Unclear","https://doi.org/10.17605/OSF.IO/8ZXUD","Yes","No","Yes","Unclear","Unclear","Yes","No","","post-policy",4,4
100,661,"R_3vf4VeESvTtmUgp",3,"10.1080/13658816.2024.2387200","Yes","No","Yes","","Yes","Figshare","https://figshare.com/articles/journal_contribution/DCAI-CLUD_a_data-centric_framework_for_the_construction_of_land-use_datasets/24942510","","","","","No","Yes","","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","CC BY 4.0","Partial, some data cannot be accessed","http://doi.org/10.6084/m9.figshare.24942510","Other, please specify","Copyright","Yes","https://figshare.com/articles/journal_contribution/DCAI-CLUD_a_data-centric_framework_for_the_construction_of_land-use_datasets/24942510","Unclear","Yes","Unclear","","Yes","Unclear","No","Unclear","Yes","Unclear","No","","post-policy",5,0
100,646,"R_7LCLUo1h5LJ0exf",9,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2343763","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.25572015","","","Yes","","Yes","Yes","https://doi.org/10.6084/m9.figshare.25572015","Yes","Yes","Yes","Yes","Yes","Unclear","Unclear","Yes","Yes","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.25572015","","","No",NA,"Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.25572015",NA,"Unclear",NA,NA,"Yes","Yes","Yes","CC BY 4.0","post-policy",5,1
100,526,"R_3jkVg1Hr2XuIBnY",11,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2397441","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.25215788.v1","","","Yes","","Yes","Yes","https://doi.org/10.6084/m9.figshare.25215788.v1","Yes","Yes","Yes","Yes","Unclear","No","Yes","Yes","Unclear","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.25215788.v1","","","No",NA,"Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.25215788.v1",NA,"Unclear",NA,NA,"Yes","Yes","No","not specified ","post-policy",5,1
100,279,"R_6mXhTVfiKYebgmb",12,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2394228","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.23647590.v1","","","Yes","","Yes","Yes","https://doi.org/10.6084/m9.figshare.23647590.v1","Yes","Yes","Yes","Unclear","Unclear","No","Unclear","Yes","Yes","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.23647590.v1","","","No",NA,"Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.23647590.v1",NA,"Unclear",NA,NA,"Yes","Yes","No","CC BY 4.0","post-policy",5,1
100,566,"R_7Ds2RVy4JsHK1vb",13,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2391981","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.25557009.v1","","","Yes","","Yes","Yes","https://doi.org/10.6084/m9.figshare.25557009.v1","Yes","Yes","Yes","Yes","Unclear","Unclear","Unclear","Yes","Yes","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.25557009.v1","","","No",NA,"Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.25557009.v1",NA,"Unclear",NA,NA,"Yes","Yes","No","not specified","post-policy",5,1
100,318,"R_72LUX8ay7GTyQaZ",14,"https://ucsb.co1.qualtrics.com/jfe/form/SV_9z38cOrjn381KPc","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.26527441","","","Yes","","Yes","Yes","https://doi.org/10.6084/m9.figshare.26527441","Yes","Yes","Yes","Yes","Unclear","No","Unclear","Yes","Yes","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.26527441","","","No",NA,"Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.26527441",NA,"Unclear",NA,NA,"Yes","Yes","No","not specified","post-policy",5,1
100,209,"R_3GgxJ06SghqiBgJ",15,"https://ucsb.co1.qualtrics.com/jfe/form/SV_9z38cOrjn381KPc","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.25308919.v2","","","Yes","","Yes","Yes","https://doi.org/10.6084/m9.figshare.25308919.v2","Yes","Yes","Yes","Yes","Yes","Unclear","Yes","Yes","Yes","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.25308919.v2","","","No",NA,"Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.25308919.v2",NA,"Unclear",NA,NA,"Yes","Yes","Yes","ATRI","post-policy",5,1
100,938,"R_3GnHxXYuYfPMgTL",17,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2387198","Yes","Yes","Yes","## Description of data

The raw GPS trajectory data cannot be shared publicly due to the confidentiality of the data. The POIs can be obtained from the Amap platform.
The multi-scale road network maps cannot be shared publicly but you applied to obtain them from National Map Agency. 
","Partial, some code cannot be accessed","Figshare","https://doi.org/10.6084/m9.figshare.23654001","Unethical due to privacy concerns","","Yes","","Yes","Yes","https://doi.org/10.6084/m9.figshare.23654001","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Unclear","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.23654001","","","No",NA,"Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.23654001",NA,"No",NA,NA,"No","Yes","Yes","","post-policy",5,0
100,827,"R_3EmR4vrwj0G61Ux",18,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2386064","Yes","Yes","Yes","The paper shared a video which could be helpful for reproduce. However, there are a lot of steps which requires professional training on manipulating the dataset. ","Yes","Figshare","https://doi.org/10.6084/m9.figshare.25379368","","","Yes","","Yes","Yes","https://doi.org/10.6084/m9.figshare.25379368","Yes","Yes","Unclear","Unclear","Yes","No","Unclear","Yes","Yes","Not Specified","Yes","https://doi.org/10.6084/m9.figshare.25379368","","","Yes","https://doi.org/10.6084/m9.figshare.25379368","Yes","Yes","Yes","https://doi.org/10.6084/m9.figshare.25379368","Yes","Unclear","Yes","Unclear","Unclear","Yes","No","","post-policy",5,2
100,367,"R_3qqSVywyWLZ20X1",19,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2385435","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.24760761","","","Yes","","Yes","Yes","https://doi.org/10.6084/m9.figshare.24760761","Yes","Yes","No","No","No","No","Unclear","Yes","Unclear","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.24760761","","","No",NA,"Yes","Yes",NA,"https://doi.org/10.6084/m9.figshare.24760761",NA,"No",NA,NA,"Yes","Yes","No","unclear","post-policy",5,1
100,313,"R_3JqBLyS3SYbtZq9",20,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2381146","Yes","Yes","Yes","","Yes","Figshare"," https://doi.org/10.6084/m9.figshare.25730817.v1","","","Yes","","Yes","Yes"," https://doi.org/10.6084/m9.figshare.25730817.v1","Yes","Yes","No","No","Unclear","No","No","Yes","Unclear","CC BY 4.0","Yes"," https://doi.org/10.6084/m9.figshare.25730817.v1","","","No",NA,"Yes","Yes",NA," https://doi.org/10.6084/m9.figshare.25730817.v1",NA,"No",NA,NA,"Unclear","Yes","No","","post-policy",5,1
100,299,"R_3P6QI6V8A5fBVHc",21,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2379468#d1e2106","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/dataset/LULC_review_paper_data_and_code/24619077?file=45787572","","","Unclear, specify why","This is a review paper","Yes","Yes","https://figshare.com/articles/dataset/LULC_review_paper_data_and_code/24619077?file=45787572","Yes","Yes","No","No","Unclear","No","No","Yes","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/dataset/LULC_review_paper_data_and_code/24619077?file=45787572","","","Yes","https://figshare.com/articles/dataset/LULC_review_paper_data_and_code/24619077?file=45787572","Yes","Yes","Yes","https://figshare.com/articles/dataset/LULC_review_paper_data_and_code/24619077?file=45787572","Yes","Yes","Yes","Unclear","Unclear","Yes","No","","post-policy",5,2
100,230,"R_37WOM1ldVRxnSHP",22,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2375725","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.23285594","","","Unclear, specify why","Didn't have a clear workflow.","Yes","No","https://doi.org/10.6084/m9.figshare.23285594","Yes","Yes","No","No","No","No","No","Yes","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/software/__PS-HGAN/23285594?file=46990873","","","No",NA,"Yes","No",NA,"https://doi.org/10.6084/m9.figshare.23285594",NA,"No",NA,NA,"No","No","No","","post-policy",5,1
100,909,"R_3xFwgCDXAhKq2ih",23,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2375732","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.21895941.v2","","","Yes","","Yes","No","https://doi.org/10.6084/m9.figshare.21895941.v2","Yes","Yes","No","No","No","No","No","Yes","Yes","GPL","Yes","https://doi.org/10.6084/m9.figshare.21895941.v2","","","No",NA,"Yes","No",NA,"https://doi.org/10.6084/m9.figshare.21895941.v2",NA,"No",NA,NA,"Unclear","Yes","No","","post-policy",5,1
100,322,"R_3EhSxzGdhGVxfh7",24,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2372779","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.24321121.v1","","","Yes","","Yes","No","https://doi.org/10.6084/m9.figshare.24321121.v1","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.24321121.v1","","","Yes","https://doi.org/10.6084/m9.figshare.24321121.v1","Yes","No","Unclear","https://doi.org/10.6084/m9.figshare.24321121.v1","Yes","No","Yes","Unclear","No","Yes","No","","post-policy",5,4
100,340,"R_3eX2ua7fuljg1q1",25,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2372783","Yes","Yes","Yes","","Partial, some code cannot be accessed","Figshare","https://doi.org/10.6084/m9.figshare.24798189","Unethical due to privacy concerns","","No","","Yes","No","https://doi.org/10.6084/m9.figshare.24798189","Yes","Yes","No","No","No","No","No","Yes","No","CC BY 4.0","Partial, some data cannot be accessed","https://doi.org/10.6084/m9.figshare.24798189","Unethical due to privacy concerns","","No",NA,"No","No",NA,"",NA,"No",NA,NA,"No","No","No","","post-policy",5,0
100,426,"R_3HUETOV6sUEFH75",26,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2370076","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.25447177.v2","","","Yes","","Yes","Yes","https://doi.org/10.6084/m9.figshare.25447177.v2","Yes","Yes","Unclear","No","Yes","No","Unclear","Yes","Yes","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.25447177.v2","","","Yes","https://doi.org/10.6084/m9.figshare.25447177.v2","Yes","Unclear","Unclear","https://doi.org/10.6084/m9.figshare.25447177.v2","Yes","Unclear","Yes","Yes","No","Yes","Unclear","","post-policy",5,2
100,635,"R_3rBgBgn66uzj7ad",27,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2369540","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/dataset/Spatiotemporal_mobility_network_of_global_scientists/24720729","","","Unclear, specify why","Unclear steps. ","Yes","No","https://figshare.com/articles/dataset/Spatiotemporal_mobility_network_of_global_scientists/24720729","Yes","Yes","No","No","No","No","No","Yes","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/dataset/Spatiotemporal_mobility_network_of_global_scientists/24720729","","","Yes","https://figshare.com/articles/dataset/Spatiotemporal_mobility_network_of_global_scientists/24720729","Yes","Unclear","Unclear","https://figshare.com/articles/dataset/Spatiotemporal_mobility_network_of_global_scientists/24720729","Yes","Yes","Yes","Unclear","Unclear","Yes","Unclear","","post-policy",5,2
100,364,"R_3SddyUryfsGM8AV",28,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2369535#ack","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/software/Reasoning_cartographic_knowledge_in_deep_learning-based_map_generalization_with_explainable_AI/24948057/1?file=43921488","","","Unclear, specify why","Not enough description. ","Yes","No","https://figshare.com/articles/software/Reasoning_cartographic_knowledge_in_deep_learning-based_map_generalization_with_explainable_AI/24948057/1?file=43921488","Yes","Yes","No","No","No","No","No","Yes","Unclear","CC BY 4.0","Yes","https://figshare.com/articles/software/Reasoning_cartographic_knowledge_in_deep_learning-based_map_generalization_with_explainable_AI/24948057/1?file=43921488","","","Yes","https://figshare.com/articles/software/Reasoning_cartographic_knowledge_in_deep_learning-based_map_generalization_with_explainable_AI/24948057/1?file=43921488","Yes","Yes","No","https://figshare.com/articles/software/Reasoning_cartographic_knowledge_in_deep_learning-based_map_generalization_with_explainable_AI/24948057/1?file=43921488","Yes","Unclear","Yes","No","No","Yes","No","","post-policy",5,2
100,1239,"R_3SCtc49esPOMUUk",29,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2361274","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.23531610","","","Unclear, specify why","not enough descriptions","Yes","Unclear","https://doi.org/10.6084/m9.figshare.23531610","Yes","Yes","No","No","No","","No","Yes","Unclear","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.23531610","","","Yes","https://doi.org/10.6084/m9.figshare.23531610","Yes","Yes","No","https://doi.org/10.6084/m9.figshare.23531610","Yes","Unclear","Yes","No","No","Yes","No","","post-policy",5,2
100,275,"R_34of0K1hIMHsckW",30,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2358527","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.22785503","","","Yes","","Yes","No","https://doi.org/10.6084/m9.figshare.22785503","Yes","Yes","Yes","No","No","No","No","Yes","Unclear","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.22785503","","","Yes","https://doi.org/10.6084/m9.figshare.22785503","Yes","No","No","https://doi.org/10.6084/m9.figshare.22785503","Yes","No","Yes","No","No","Yes","No","","post-policy",5,4
100,1844,"R_3NFd8fvMQ4F7byx",32,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2353695","Yes","Yes","Yes","","Yes","Figshare","https://figshare.com/articles/dataset/A_movement-aware_trajectory_similarity_measure_and_its_application_for_ride-sharing_path_extraction_in_road_network/25712415?file=45968355","","","Unclear, specify why","not enough description","Yes","No","https://figshare.com/articles/dataset/A_movement-aware_trajectory_similarity_measure_and_its_application_for_ride-sharing_path_extraction_in_road_network/25712415?file=45968355","Yes","Yes","No","No","No","No","No","Yes","No","CC BY 4.0","Yes"," https://doi.org/10.6084/m9.figshare.25712415","","","Yes"," https://doi.org/10.6084/m9.figshare.25712415","Yes","No","Unclear","https://figshare.com/articles/dataset/A_movement-aware_trajectory_similarity_measure_and_its_application_for_ride-sharing_path_extraction_in_road_network/25712415?file=45968355","Yes","No","Yes","No","No","Yes","No","","post-policy",5,2
100,1182,"R_33gBYRrN4km1eJs",33,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2354826","Yes","Yes","Yes","","Yes","Figshare","https://figshare.unimelb.edu.au/articles/dataset/Codes_and_data_for_place_hierarchies/20448231","","","Unclear, specify why","Not enough description of the steps. ","Yes","No","https://figshare.unimelb.edu.au/articles/dataset/Codes_and_data_for_place_hierarchies/20448231","Yes","Yes","Yes","Yes","Unclear","No","No","Yes","Unclear","CC BY 4.0","Yes","https://figshare.unimelb.edu.au/articles/dataset/Codes_and_data_for_place_hierarchies/20448231","","","Yes","https://figshare.unimelb.edu.au/articles/dataset/Codes_and_data_for_place_hierarchies/20448231","Yes","No","No","https://figshare.unimelb.edu.au/articles/dataset/Codes_and_data_for_place_hierarchies/20448231","Yes","No","Yes","No","No","Yes","No","","post-policy",5,4
100,285,"R_3XiHa9OcVk9WsGZ",34,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2358399","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.24664647","","","Yes","","Yes","No","https://doi.org/10.6084/m9.figshare.24664647","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Unclear","MIT","Yes","https://doi.org/10.6084/m9.figshare.24664647","","","Yes","https://doi.org/10.6084/m9.figshare.24664647","Yes","Yes","Yes","https://doi.org/10.6084/m9.figshare.24664647","Yes","Yes","Yes","Yes","No","Yes","Yes","","post-policy",5,4
100,337,"R_3Ojoa4GdutOka2e",35,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2354822","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.24623733","","","Unclear, specify why","Only key codes are presented.","Yes","No","https://doi.org/10.6084/m9.figshare.24623733","Yes","Yes","Yes","No","No","No","No","Yes","Unclear","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.24623733","","","Yes","https://doi.org/10.6084/m9.figshare.24623733","Yes","No","No","https://doi.org/10.6084/m9.figshare.24623733","Yes","No","Yes","No","No","Yes","No","","post-policy",5,4
100,318,"R_3Fy2H2jHux07YyO",36,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2358052","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.23947284.v2","","","Unclear, specify why","Not enough instructions. ","Yes","No","https://doi.org/10.6084/m9.figshare.23947284.v2","Yes","Yes","Yes","No","No","No","No","Yes","Unclear","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.23947284.v2","","","Yes","https://doi.org/10.6084/m9.figshare.23947284.v2","Yes","No","Yes","https://doi.org/10.6084/m9.figshare.23947284.v2","Yes","No","Yes","No","No","Yes","No","","post-policy",5,4
100,639,"R_3riSC0rlCi3r7Jl",37,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2358405","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.25037462","","","Unclear, specify why","Only key codes are presented.","Yes","No","https://doi.org/10.6084/m9.figshare.25037462","Yes","Yes","Yes","No","No","No","No","Yes","Unclear","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.25037462","","","Yes","https://doi.org/10.6084/m9.figshare.25037462","Yes","No","Unclear","https://doi.org/10.6084/m9.figshare.25037462","Yes","No","Yes","No","No","Yes","No","","post-policy",5,4
100,293,"R_3P75jJGmH42EErf",38,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2358045","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.24282874.v1","","","Unclear, specify why","Requires a high level understanding.","Yes","No","https://doi.org/10.6084/m9.figshare.24282874.v1","Yes","Yes","No","Yes","No","No","No","Yes","Unclear","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.24282874.v1","","","Yes","https://doi.org/10.6084/m9.figshare.24282874.v1","Yes","No","Yes","https://doi.org/10.6084/m9.figshare.24282874.v1","Yes","No","Yes","Yes","No","Yes","No","","post-policy",5,2
100,298,"R_3Kte0it2ua8XdHb",40,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2347316","Yes","Yes","Yes","","Yes","Figshare","https://github.com/in1311/DKNN","","","Yes","","Yes","No","https://github.com/in1311/DKNN","Yes","Yes","Yes","Yes","Yes","No","Unclear","Yes","Yes","Not Specified","Yes","https://github.com/in1311/DKNN","","","Yes","https://github.com/in1311/DKNN","Yes","No","Yes","https://github.com/in1311/DKNN","Yes","No","Yes","Yes","Unclear","Yes","No","","post-policy",4,4
100,708,"R_3qlOy5gkfBIeNfM",41,"https://www.tandfonline.com/doi/full/10.1080/13658816.2024.2348065","Yes","Yes","Yes","","Yes","Figshare","https://doi.org/10.6084/m9.figshare.22811906.v3","","","Yes","","Yes","No","https://doi.org/10.6084/m9.figshare.22811906.v3","Yes","Yes","Yes","Yes","Yes","Unclear","Unclear","Yes","Yes","CC BY 4.0","Yes","https://doi.org/10.6084/m9.figshare.22811906.v3","","","Yes","https://doi.org/10.6084/m9.figshare.22811906.v3","Yes","Unclear","Yes","https://doi.org/10.6084/m9.figshare.22811906.v3","Yes","Yes","Yes","Yes","Unclear","Yes","Yes","","post-policy",4,4
